Judul,Penulis,Pembimbing 1,Pembimbing 2,Abstrak,Prodi
tinjauan Fiqih Muamalah terhadap jual beli tanah secara angsuran di Cipta Property PT. Cipta Indo Buana Wonocolo Jl. Sidosermo Indah I No. 3 Surabaya, Habibuddin," Shofiyun nahidloh.,S.Ag.,M.Hi",,"Skripsi ini adalah hasil penelitian lapangan tentang tinjauan Fiqih Muamalah terhadap jual beli tanah secara angsuran di Cipta Property PT. Cipta Indo Buana Wonocolo Jl. Sidosermo Indah I No. 3 Surabaya, peneliti ini menjawab ini dengan pertanyaan Bagaimana pelaksanaan jual beli tanah secara angsuran di Cipta Property PT. Cipta Indo Buana Wonocolo Jl. Sidosermo Indah I No. 3 Surabaya? Bagaimana tinjauan fiqih muamalah terhadap jual beli tanah secara angsuran di Cipta Indo Buana Wonocolo Jl. Sidosermo Indah I No. 3 Surabaya?
Penelitian ini menggunakan metode penelitian kualitatif yang menggunakan jenis penelitian lapanan (field research) yang bersumber dari data primer yang diperoleh pada saat melakukan penelitian di Cipta Property PT. Cipta Indo Buana yang didukung dengan data sekunder yang dapat memperkuat dengan literatur sebagai pendukung. Penelitian ini bersifat deskriptif analisis dengan menggunakan Teknik pengumpulan data melalui wawancara, observasi, serta dokumentasi. Adapun pendekatan yang digunakan yaitu pendekatan empiris yang kemudian dianalisis secara kualitatif berdasarkan objek penelitian di Cipta Property PT. Cipta Indo Buana.
Berdasarkan hasil penelitian di lapangan bahwa praktek jual beli tanah secara angsuran yang dilakukan oleh Cipta Property PT. Cipta Indo Buana dengan para nasabahnya melakukan suatu jual beli yang mana pihak Cipta property PT. Cipta Indo Buana tidak menentukan letak tanah terlebih dahulu terhadap nasabahnya, sebelum nasabahnya melunasi angsuran selama 12 kali angsuran. Sedangkan dari tinjauan hukum Islam terhadap jual beli tanah secara angsuran yang dilakukan pihak Cipta Property PT. Cipta Indo Buana dengan nasabah ini tidak dibenarkan oleh Hukum Islam Karena jual beli ini merugikan salah satu pihak dan termasuk jual beli yang fasid atau rusak.    

Kata Kunci: Pelaksanaan, Jual Beli, Angsuran, fiqih muamalah",17
"PENERAPAN SURAT EDARAN MAHKAMAH AGUNG
NO. 2 TAHUN 2014 DALAM PENYELESAIAN PERKARA
PERDATA DI PENGADILAN AGAMA SURABAYA
", MUHAMMAD HANAFI," Ach Mus'if.,SHI.,MA",,"ABSTRAK

Skripsi ini berjudul “Penerapan Surat Edaran Mahkamah Agung No. 2 Tahun 2014 Dalam Penyelesaian Perkara Perdata Di Pengadilan Agama Surabaya.” Penelitian ini bertujuan untuk mengetahui penerapan Surat Edaran Mahkamah AgungNo. 2 Tahun 2014 dalam penyelesaian perkara perdata di Pengadilan Agama Surabaya dan faktor-faktor yang mendukung penerapan Surat Edaran Mahkamah Agung No. 2 Tahun 2014 dalam penyelesaian perkara perdata di Pengadilan Agama Surabaya.
Penelitian ini merupakan jenis penelitian  field reseach yang bersifat dekskriptif analisis. Pendekatan yang digunakan adalah yuridis empiris. Sumber data primer adalah sumber data yang berbentuk kata-kata dan tindakan orang-orang yang diamati atau diwawancarai. Data sekunder meliputi buku, arsip-arsip, majalah ilmiah dan dokumen-dokumen resmi lainnya, sedangkan data tersier dari media internet, kamus, ensiklopedia dan indeks kumulatif yang ada hubunganya dengan penerapan Surat Edaran Mahkamah AgungNo. 2 Tahun 2014 dalam penyelesaian perkara perdata di Pengadilan Agama Surabaya.
Hasil penelitian ini menunjukkan bahwa penyelesaian proses perkara yang melebihi 5 bulan di Pengadilan Agama Surabaya telah mematuhi dan menerapkan Surat Edaran Mahkamah Agung No. 2 Tahun 2014.Terhadap penyelesaian perkara yang melebihi 5 bulan atau terlambat dalam putusannya, Pengadilan Agama Surabaya selalu patuh atau melaporkan kepada Mahkamah Agung. Adapun faktor yang mempengaruhi penerapan SEMA No. 2 Tahun 2014 merupakan faktor yang menghambat proses penyelesaian perkara perdata diantaranya, jarak tempat tinggal yang jauh antara para pihak dengan Pengadilan Agama Surabaya, para pihak atau pihak-pihak yang berperkara merupakan PNS yang membutuhkan izin atasan (membutuhkan waktu yang lama), dan para pihak atau salah satu pihak dinas di luar kota atau luar negeri sehingga memperlambat proses persidangan.


Kata Kunci: Hukum Acara, Asas, Surat Edaran Mahkamah Agung

",17
"ANALISIS FIQIH MUAMALAH TERHADAP PENGAMBILAN BUAH POHON PADA BARANG GADAI TANAH
(Studi Kasus di Kecamatan Guluk-guluk Kabupaten Sumenep) 
", MONDZIR," Ach. Mus’if, S.HI., MA",,"Skripsi ini yang berjudul “Pengambilan Buah Pohon pada Barang Gadai Tanah (Studi Kasus di Kecamatan Guluk-guluk Kabupaten Sumenep). Adapun yang melatarbelakangi terjadinya proses gadai di Kecamatan Guluk-guluk karena kebutuhan yang sangat mendesak sehingga mereka sering menjadikan gadai sebagai solusi dari kebutuhannya. Proses gadai yang dilakukan oleh masyarakat Kecamatan Guluk-guluk pada gadai tanah yang ada buah pohonnya, pada umumnya pihak pemberi gadai menyerahkan tanah yang ada buah pohonnya kepada penerima gadai serta harus memberikan buah pohon tersebut kepada penerima gadai sampai pihak pemberi gadai membayar utangnya. Setelah itu pihak penerima gadai memberikan pinjaman yang dibutuhkan oleh penerima gadai.
Metode penelitian yang digunakan dalam skripsi ini adalah metode penelitian lapangan (field research) yang juga disebut dengan penelitian kasus (Case Study) dimaksudkan untuk mempelajari secara intensif tentang latar belakang keadaan saat ini, serta interaksi lingkungan unit sosial tertentu yang bersifat apa adanya (given). Penelitian kasus ini merupakan studi mendalam mengenai pengambilan buah pohon pada barang gadai tanah di Kecamatan Guluk-guluk, yang hasil penelitian itu memberi gambaran luas dan mendalam mengenai unit sosial tertentu.
Hasil penelitian ini mengenai pengambilan buah pohon pada barang gadai tanah yang dilakukan oleh masyarakat Kecamatan Guluk-guluk tidak sesuai dengan fikih muamalah karena pada dasarnya barang gadai tersebut hanyalah dititipkan bukan untuk dimanfaatkan secara bebas sebagaimana pendapat Ulama’ Hanafiah yang mengatakan bahwa al-Murtahin tidak boleh memanfaatkan barang gadai sama sekali, apalagi diambil bukan alasan untuk perawatan, sebagaimana pendapat jumhur ulama’ dan Hanabilah yang memperbolehkan al-Murtahin untuk memanfaatkan barang gadai sebatas mengganti biaya perawatan namun semata-mata untuk memperoleh keuntungan dari praktik gadai tersebut. Urf atau tradisi yang dilakukan oleh masyarakat tersebut merupakan Urf yang fasid karena hakikatnya pihak ar-Rahin merasa terpaksa memberikan buah pohon tersebut kepada pihak ar-Rahin.


Kata Kunci: ar-Rahn, ar-Rahin, al-Murtahin, al-Marhun, al-Marhun bih, Urf

",17
ANALISIS PERATURAN DAERAH KOTA SURABAYA NOMOR 2 TAHUN 2014 PASAL 5 AYAT (1) MENGENAI LARANGAN BERJUALAN PERSPEKTIF MAQASHID AL-SYARI'AH (STUDI KASUS PASAR GEMBONG KAPASARI SURABAYA), BELLA ANANDA PUTRI," ACHMAD BADARUS SYAMSI S.H.I., M.H",,,17
"PERLINDUNGAN HUKUM TERHADAP KONSUMEN DALAM TRANSAKSI JUAL BELI OBAT-OBATAN TANPA RESEP DOKTER PERSPEKTIF UNDANG-UNDANG NO.8 TAHUN 1999 TENTANG PERLINDUNGAN KONSUMEN DAN KHES
(STUDI KASUS DI KOTA SURABAYA) 
", Shelvi Eka Novia," Achmad Badarus Syamsi, S.HI.,MH",,"ABSTRAK
 
Skripsi dengan judul “Perlindungan Hukum Terhadap Konsumen dalam Transaksi Jual Beli Obat-obatan tanpa Resep Dokter Perspektif Undang-undang No 8 Tahun 1999 Tentang Perlindungan Konsumen dan KHES (Studi Kasus di Kota Surabaya)” ini dilatarbelakangi oleh banyaknya transaksi jual beli obat-obatan yang tidak disertai dengan adanya resep dari dokter. Meskipun terdapat larangan memperjualbelikan obat keras maupun obat bebas terbatas secara bebas tetap saja obat-obatan tanpa resep bisa didapatkan dengan mudah oleh pembeli. Apabila terjadi kesalahan dalam penggunaan obat-obatan tersebut, maka pembeli adalah pihak yang paling dirugikan. Disitulah baik penjual maupun pembeli harus mengetahui apa saja hak dan kewajiban yang harus mereka lakukan dalam melakukan transaksi jual beli agar kerugian akibat kesalahan dapat dihindari. Tujuan dari penelitian ini adalah untuk mengetahui mekanisme jual beli obat-obatan tanpa resep dokter di Surabaya dan mengetahui bagaimana perlindungan hukum bagi konsumen dalam transaksi jual beli obat obatan tanpa resep dokter menurut UUPK dan KHES.
Penelitian ini merupakan penelitian lapangan (field research) yang bersifat kualitatif. Sumber data penelitian ini adalah data primer yang diperoleh ketika penulis melakukan penelitian di beberapa apotek yang ada di kota Surabaya, serta didukung sumber data sekunder berupa literatur yang sesuai dengan penelitian ini. Penelitian ini bersifat deskriptif analisis dengan pendekatan yuridis-empiris. Teknik pengumpulan data dalam penelitian ini berupa wawancara, observasi, dan dokumentasi. Hasil penelitian yang didapat kemudian dianalisa dengan metode induktif.
Berdasarkan hasil penelitian, perlindungan hukum terhadap konsumen dalam transaksi jual beli obat-obatan tanpa resep dokter sudah sesuai dengan Undang-undang No. 8 Tahun 1999 dan KHES. Hal-hal yang berkaitan dengan obat-obatan yang akan diperjualbelikan dijelaskan secara rinci, kedua belah pihak melakukan akad dengan kerelaan dan tidak ada pihak yang merasa dirugikan. Semua hak dan kewajiban penjual dan pembeli yang penulis temukan di lapangan sudah sesuai dengan peraturan Undang-undang No.8 Tahun 1999 dan KHES.

Kata kunci: PerlindunganKonsumen, Undang-undang No.8 Tahun 1999, KHES, Jual Beli
",17
PENERAPAN ASAS AL-'ADALAH PADA PENENTUAN MARHUN BIH DALAM PRODUK ARRUM HAJI DAN PRODUK GADAI (STUDI KASUS DI PEGADAIAN SYARIAH KANTOR CABANG BABAKAN SURABAYA), SEPTIA FIFINDA PUTRI," ACHMAD BADARUS SYAMSI S.H.I., M.H",,,17
ANALISIS PENERAPAN KLAIM HANGUS PADA PERATURAN OJK NO 6/POJK.05/2014 TENTANG PENYELENGGARAAN USAHA LEMBAGA PENJAMINAN MENURUT KHES DAN FIQH MUAMALAH, Aziz Machmuin Silmi," Achmad Badarus Syamsi, S.HI.,MH",,"ABSTRAK
Lembaga Keuangan Syariah kian lama kian berkembang secara pesat, terlihat dari semakin banyak muncul lembaga keunagan yang mendasarkan transaksi mereka dengan konsep syariah. Tidak terlebih perusahaan Penjaminan Syariah, Perusahaan Penjaminan Syariah adalah perusahaan yang beroprasi pada bidang penjamin kredit nasabah atau pada Fiqh Muamalahdinamakan Kafa>lah. Kafa>lahadalah penjaminan atas kewajiban kepada orang lain, ada 3 pelaku dalam Kafa>lah, Penjamin, Terjamin dan dijamin. Dalam hal ini OJK (Otoritas Jasa Keuangan) yang notabenenya adalah otoritas jasa yang mengatur hal keaungan seluruh Indonesia, membuat peraturan tentang dasar penyelenggaraan usaha lembaga penjaminan, termuat dalam peraturan OJK No 6/POJK.05/2014. penulis memiliki ketertarikan untuk membahas karena dalam peraturan tersebut bisanya klaim yang hangus jika terjamin terlambat mengklaim haknya. Penelitian ini bertujuan untuk menjawab pertanyaan bagaimana konsep klaim hangus pada Peraturan OJK No 6 Dan Bagaimana pandangan KHES terhadap klaim hangus dalam Akad Kafalah.
Hasil penelitian yang telah penyusun lakukan ialah bahwa dalam Peraturan OJK No 6 menerangkan bahwa bisanya klaim jadi hangus jika terjamin terlambat untuk mengklaim kepada pihak penjamin dari 14 hari, dalam Penjaminan (Kafa>lah) tidak boleh ada hangus, karena membayar hutang merupakan sebuah kewajiban, lalu KHES menjawab pada Pasal 317, tentang wajibnya penjamin membayarkan hutang orang yang ia jamin jika terjamin tidak mampu membayar kewajibannya. Jadi hangusnya klaim pada akadKafa>lahtidak sesuai pada pasal 317 di KHES.

Kata Kunci : Peraturan OJK No 6, Perusahaan Penjaminan Syriah, Kafalah, Klaim dan Klaim hangus, KHES

",17
PELAKSANAAN PERJANJIAN KERJA LISAN ANTARA TKI DAN MAJIKAN DI RESTORAN HUSNUL HIDAYAH MALAYSIA (Tinjauan Kompilasi Hukum Ekonomi Syariah danUndang-Undang Republik Indonesia Nomor 39 Tahun 2004), Lina Maulida Arif Putri," Achmad Badarus Syamsi S.HI., M.H.",,"Skripsi yang berjudul Pelaksanaan Perjanjian Kerja Lisan Antara TKI dan Majikan di Restoran Husnul Hidayah Malaysia (Tinjauan Kompilasi Hukum Ekonomi Syariah dan Undang-Undang Republik Indonesia Nomor 39 Tahun 2004) ini adalah hasil penelitian lapangan yang dilaksanakan di Restoran Husnul Hidayah Malaysia. Bertujuan untuk mengetahui secara jelas bagaimana pelaksanaan perjanjian kerja yang dilakukan secara lisan antara TKI (Tenaga Kerja Indonesia) dan Majikan di Restoran Husnul Hidayah dengan tinjauan Kompilasi Hukum Ekonomi Syariah dan Undang-Undang Republik Indonesia Nomor 39 Tahun 2004.
Metode  penelitian ini menggunakan penelitian kualitatif untuk jenis penelitian lapangan (field research) dan pengumpulan data dengan obervasi serta wawancara pada TKI  dan Pemilik Restoran Husnul Hidayah selaku Majikan serta dokumentasi dengan pengambilan data berupa dokumen dan berkas-berkas yang terkait. Sifat penelitian ini adalah dekskriptif analisis dengan metode analisis data deduktif hal ini karena penulis ingin menganalisis data-data umum dalam Kompilasi Hukum Ekonomi Syariah (KHES) dan Undang-Undang Republik Indonesia Nomor 39 Tahun 2004 untuk ditarik penerapannya dalam perjanjian kerja lisan.
Hasil penelitian ini menyimpulkan bahwa Perjanjian kerja lisan antara TKI dan Majikan di Restoran Husnul Hidayah Malaysia yang dilakukan melalui sambungan telepon Malaysia-Indonesia ditinjau dari Kompilasi Hukum Ekonomi Syariah sudah sesuai dengan ketentuan dalam akad ijarah bahwa, akad ijarah dapat dilakukan dengan tatap muka maupun jarak jauh. Status hukum akad ijarahnya adalah Fasad karena meskipun rukun dan syaratnya terpenuhi, tapi ada hal lain yang merusak akad yakni tidak disepakatinya jumlah upah dalam akad. Namun, perjanjian kerja lisan antara TKI dan Majikan tersebut tidak sesuai dengan ketentuan Undang-Undang Republik Indonesia Nomor 39 Tahun 2004, karena perjanjian kerja yang dilaksanakan adalah perjanjian kerja yang dilakukan dengan lisan, sedangkan dalam undang-undang tersebut disebutkan bahwa perjanjian kerja adalah perjanjian tertulis antara TKI dengan Pengguna.

Kata Kunci : Perjanjian Lisan, Perjanjian Kerja TKI, Ijarah dalam KHES.",17
TINJAUAN HUKUM ISLAM TERHADAP LAYANAN PINJAMAN PULSA DARURAT, Nafik Lia Khusnia," Shofiyun Nahidloh, S.Ag., M.H.I",,"ABSTRAK
Skripsi yang berjudul “ Tinjauan Hukum Islam Terhadap Pinjaman Pulsa darurat di XL Center Bangkalan” adalah hasil penelitian lapangan yang bertujaun untuk menjawab pertanyaann: bagaimana transaksi pola pinjaman layanan Pulsa Darurat yang sudah terjadi di masyarakat pengguna prabayar XL dan Axis. Serta bagaimana tinjauan hukum Islam terhadap pinjaman Pulsa Darurat yang dikeluarkan oleh XL Axiata.
Teknik pengumpulan data yang dilakukan dalam skripsi ini adalah menggunakan teknik observasi, wawancara dan dokumentasi mengenai pinjaman Pulsa Darurat. Selanjutnya dianalisa dengan deskriptif-analitis yaitu digunakan untuk menggambarkan dan memaparkan tentang transaksi pinjaman pulsa kemudian dianalisa menggunakan hukum Islam yang disajikan dalam bentuk uraian dengan pemikiran induktif, yaitu kumpulan fakta yang terjadi di lapangan dikumpulkan mengenai transaksi pinjam pulsa di XL Center Bangkalan, dianalisa kemudian ditarik kesimpulan.
Penelitian ini menghasilkan bahwa, layanan pulsa darurat merupakan layanan yang memungkinkan pelanggan prabayar XL atau Axis untuk mendapatkan pulsa sejumlah nominal tertentu melalui syarat-syarat tertentu dimana pengembalian atas pulsa darurat yang dipinjam beserta biaya/feenya akan dipotong pada saat pelanggan melakukan pengisian pulsa atau pelanggan mendapat kiriman Bagi Pulsa. Jika jumlah isi ulang pulsa tidak mencukupi untuk pengembalian pulsa maka pengembalian sisa pulsa yang masih belum dikembalikan akan dilakukan pada saat isi ulang pulsa berikutnya. Layanan Pulsa Darurat membantu pelanggan prabayar XL dan Axis untuk mendapatkan Pulsa Darurat pada saat waktu mendesak. Meskipun seperti itu praktik yang dilakukan dalam layanan pulsa darurat bermanfaat bagi pelanggan prabayar XL/ Axis, akan tetapi fee yang diambil dari pelanggan merupakan biaya layanan untuk perusahaan, jadi transaksi layanan pulsa darurat ini adalah transaksi yang diperbolehkan.

Kata Kunci: Qardh, Pulsa Darurat
",17
"Implementasi Akad Kâfalah Bil Ujr?h dalam Produk Kafalah Pembiayaan Umum pada Lembaga Penjamin Kredit Syariah Menurut Fatwa DSN nomor 74/DSN-MUI/I/2009 tentang Penjaminan Syariah (Studi kasus: PT. JAMKRINDO SYARIAH Cabang Surabaya Jl. Bogowonto No.51, Darmo, Wonokromo, Surabaya", Muhammad Nur Rohman," Achmad Badarus Syamsi, S.HI., M.H",,"ABSTRAK
IMPLEMENTASI AKAD KÂFALAH BIL UJR?H DALAM PRODUK KAFALAH PEMBIAYAAN UMUM PADA LEMBAGA PENJAMIN KREDIT SYARIAH MENURUT  FATWA DSN NOMOR 74/DSN-MUI/I/2009 TENTANG PENJAMINAN SYARIAH
(Studi kasus di PT. JAMKRINDO SYARIAH Cabang Surabaya Jl. Bogowonto No.51, Darmo, Wonokromo, Surabaya)
 
 Salah satu produk yang menarik pada PT.Jamkrindo Syariah Cabang Surabaya adalah produk Kafalah Pembiayan Umum. Dalam operasionalnya, PT.Jamkrindo Syariah menggunakan akad Kâfalah bil ujrah dimana lembaga ini akan melakukan penjaminan dan akan mendapatkan imbalan dari jasa penjaminan yang diberikan. Hadirnya produk ini dapat memberikan kemudahan bagi para nasabah pembiayaan umum di setiap perbankan syariah untuk melancarkan pembiayaanya meskipun mereka memiliki jumlah agunan yang tidak mencukupi. Adapun tujuan dari penelitian ini adalah untuk mengetahui implementasi akad Kâfalah Bil Ujr?h dalam produk Kafalah Pembiayaan Umum di PT.Jamkrindo Syariah Cabang Surabaya serta analisis implementasinya menurut fatwa DSN Nomor 74/DSN-MUI/I/2009 tentang penjaminan syariah.
 Metode yang digunakan dalam penulisan ini yaitu metode penelitian kualitatif dengan jenis penelitian yang digunakan adalah field research atau penelitian lapangan. Penilitian ini bersifat dekskriptif analisis dan memakai pendekatan yuridis sosiologis. Adapun penelitian ini memakai teknik pengumpulan data meliputi observasi, wawancara, dan dokumentasi yang selanjutnya dianalisis menggunakan teknik analisis data yang bersifat induktif.
 Hasil dari penelitian ini menunjukkan bahwa pihak yang terkait dalam skema produk Kafalah Pembiayaan Umum adalah Bank Syariah (penerima jaminan), nasabah pembiayaan (terjamin), dan PT.Jamkrindo Syariah Cabang Surabaya (penjamin). Yang mana bank syariah akan mengajukan permohonan penjaminan kepada PT.Jamkrindo Syariah Cabang Surabaya untuk menjaminkan nasabahnya yang mengalami kekurangan agunan dalam pengajuan pembiayaan terkait. Kemudian berkenaan dengan analisis kesesuaian terhadap ketentuan umum, ketentuan akad, serta ketentuan dan batasan penjaminan syariah pada fatwa DSN Nomor 74/DSN-MUI/I/2009 tentang penjaminan syariah belum sepenuhnya terpenuhi. Hal tersebut dikarenakan terdapat beberapa poin yang di ulas pada fatwa tersebut, sehingga dalam pelaksanaanya PT.Jamkrindo Syariah Cabang Surabaya, sudah melaksanakan sebagian operasionalnya sesuai dengan ketentuan fatwa, akan tetapi terdapat pula operasional yang belum sesuai dengan ketentuan fatwa.

Kata kunci : Kâfalah Bil Ujr?h, Kafalah Pembiayaan Umum, fatwa DSN
",17
"EFEKTIVITAS PASAL 22 UU NO. 23 TAHUN 2011 TENTANG PENGELOLAAN ZAKAT TERKAIT ZAKAT SEBAGAI PENGURANG PAJAK
 (Studi Kasus Di Kantor Pelayanan Pajak Pratama Mojokerto)", Melani Novitasari K.," Achmad Badarus Syamsi, S.HI., M.H.",,"ABSTRAK
Skripsi dengan judul “EFEKTIVITAS PASAL 22 UU NO. 23 TAHUN 2011 TENTANG PENGELOLAAN ZAKAT TERKAIT ZAKAT SEBAGAI PENGURANG PAJAK (Studi Kasus Di Kantor Pelayanan Pajak Pratama Mojokerto)” ini dilatarbelakangi oleh adanya kewajiban WNI muslim untuk membayar pajak dan zakat. Dan muncullah pasal 22 UU No. 23 Tahun 2011 tentang Pengelolaan Pajak sebagai solusi adanya kewajiban ganda tersebut. Sedangkan rumusan masalahnya adalah bagaimana implementasi pasal tersebut dan bagaimana efektifitas pelaksanaanya pada KPP Pratama Mojokerto.
Penelitian ini merupakan penelitian kualitatif dengan metode penelitian lapangan. Sumber data penelitian ini diperoleh ketika Peneliti melakukan penelitian di KPP Pratama Mojokerto dan data sekunder berasal dari literatur. Penelitian ini bersifat deskriptif analitis dengan pendekatan yuridis-empiris. Teknik pengumpulan data berupa wawancara, observasi, dan dokumentasi. Teknik untuk analisis data menggunakan pola pikir induktif.  
Berdasarkan hasil penelitian, implementasinya yaitu WP yang ingin memanfaatkan zakat sebagai pengurang pajak diwajibkan menyalurkan zakatnya melalui lembaga BAZNAS atau LAZNAS yang kemudian bukti penyetoran dilampirkan pada SPT Tahunan PPh Pribadi/Badan. Untuk saat ini pasal tersebut belum dikatakan efektif. Walaupun UU sudah diakui secara yuridis, penegak hukum dan fasilitas sudah cukup memadai, namun pengakuan dari masyarakat sendiri kurang mengetahui adanya peraturan tersebut. Padahal pasal ini sangat menguntungkan WP muslim.
Kata Kunci: Zakat, Pajak, dan Efektivitas ",17
TAX AMNESTY DALAM PERSPEKTIF FIQH SIYASAH AL-MALIYAH, Agam Nur Akbar," Ach. Mus’if, S.HI., MA.",,"Skripsi dengan judul “Tax Amnesty dalam perspektif Fiqh Siyasah Al-Maliyah” ini di latar belakangi oleh Pembangunan infrastruktur maupun non infrastruktur yang sedang direalisasikan dan berkesinambungan selama ini, bertujuan meningkatkan kesejahteraan rakyat. Salah satu usaha untuk mewujudkan peningkatan penerimaan untuk pembangunan tersebut adalah dengan menggali sumber dana yang berasal dari dalam negeri dan luar negeri, yaitu pajak melalui skema Tax Amnesty.
Penelitian ini merupakan penelitian kualitatif, adapun jenis penelitian yang akan digunakan adalah library reseach yang bersifat analisis deksriftif. Sumber data primer yang digunakan adalah: 1) Undang-Undang Nomor 11 Tahun 2016 Tentang Pengampunan Pajak; 2) Buku dari Imam Al Mawardi, terj.AHKAM SULTHANIYAH: Sistem Pemerintahan Khilafah Islam, Jakarta: Qisthi Press, 2015. Sumber data sekunder seperti buku dari Zainal Muttaqin. Tax Amnesty di Indonesia. Bandung: PT Refika Aditama. 2013, kitab-kitab hadits dan lain sebagainya.
Berdasarkan hasil penelitian, program Tax Amnesty  merupakan suatu produk hukum dari kebijakan fiskal negara yang mengatur ketentuan pemasukan dan pengeluaran negara yang tentunya instrumen hukum ini dilaksanakan ketika negara benar-benar sedang membutuhkan dana. Hal ini senada dengan konsep Fiqh Siyasah al-Maliyah terdapat kaidah kebijakan fiskal dalam Islam bahwa setiap tindakan atau suatu kebijaksanaan para pemimpin yang menyangkut dan mengenai hak-hak rakyat dikaitkan dengan kemaslahatan rakyat banyak dan ditujukan untuk mendatangkan suatu kebaikan. Kebijakan Tax Amnesty di Indonesia menurut Fiqh Siyasah al-Maliyah merupakan hal yang diperbolehkan. Hal ini mengingat bahwa semua dosa selain syirik dapat diampuni. Namun, proses pengampunan tersebut juga diikuti dengan sejumlah tebusan sebagai pengganti dari kesalahan yang telah diperbuatnya. Selain itu, tebusan disini bukan hanya memiliki tujuan maslahah untuk personal saja, tapi juga maslahah yang bersifatpublik sebagaimana yang tertera pada ketentuan Fiqh Siyasah al-Maliyah.

Kata Kunci: Tax Amnesty, Fiqh Siyasah al-Maliyah, Kebijakan Fiskal",17
Analisis Terhadap Putusan Sengketa Ekonomi Syariah di Pengadilan Agama Blitar (Putusan No.3333/Pdt.G/2014/PA.BL), Agustina Wachidatus Sholihah," Ahmad Musadad, S.H.I., M.SI",-,"ABSTRAK
Skripsi ini berjudul “Analisi Terhadap Putusan Sengketa Ekonomi Syariah di Pengadilan Agama Blitar (Putusan No.3333/Pdt.G/2014/PA.BL” ini, adalah hasil penelitian lapangan untuk menjawab pertanyaan bagaimana prosedur penyelesaian sengketa ekonomi syariah No.3333/Pdt.G/2014/PA.BL Menurut PERMA No.14 Tahun 2016 dan Bagaimana analisis terhadap putusan No.3333/Pdt.G/2014/PA.BL terkait alasan hakim menjatuhkan putusan dan memenangkan pihak Tergugat yang telah diputuskan di Pengadilan Agama Blitar.
Metode penelitian ini menggunakan penelitian kualitatif untuk jenis penelitian lapangan (field research) yang mana bersifat deskriptif analisis yaitu yaitu menggambarkan serta menguraikan semua data yang diperoleh dari hasil penelitian lapangan Pendekatan yang digunakan adalah normatif empiris karena ada data dari lapangan, tidak murni dari buku-buku saja. Tehnik analisa data menggunakan tehnik deduktif yaitu pengambilan keputusan berdasarkan analisis yang berbasis struktur teori dan pengumpulan data yang kemudian ditarik kesimpulan berdasarkan teori yang ada.
Hasil penelitian ini menyimpulkan bahwa prosedur penyelesaian sengketa ekonomi syariah di Pengadilan Agama Blitar jika dianalisis dengan PERMA Nomor 14 Tahun 2016 tentang Tata Cara Penyelesaian Pekara Ekonomi Syariah sudah sesuai. Dimana dalam penyelesaiannya melalui beberapa tahap yaitu mulai dari pemanggilan para pihak, upaya perdamaian, pembacaan gugatan, jawaban tergugat, replik duplik, pembuktian dan diakhiri dengan pembacaan putusan. Terkait Alasan Hakim Menjatuhkan Putusan dan Memenangkan Pihak Tergugat pada perkara Nomor 3333/Pdt.G/2014/PA.BL ini, hakim mempunyai alasan dan bukti bahwa pihak Penggugat tidak dapat membuktikan dalil-dalil gugatannya dan terbukti melakukan kebohongan atas dirinya sendiri maupun calon Jama’ah Haji. Dalam perkara Nomor 3333/Pdt.G/2014/PA.BL ini dasar hukum yang digunakan adalah pasal 1320 KUH Perdata tentang syarah sahnya perjanjian, Pasal 163 HIR, Undang-undang Nomor 13 Tahun 2008 tentang Penyelenggaran Ibadah Haji, dan Pasal 181 HIR.
Kata Kunci: Putusan, Sengketa Ekonomi Syariah, Pengadilan Agama
",17
