Judul,Penulis,Pembimbing 1,Pembimbing 2,Abstrak,Prodi
OPTIMASI FORMULASI DAN SUHU TERHADAP SENSORIS LEATHER KANGKUNG, AGUS SLAMET," Askur Rahman, S.T ,MP","Khoirul Hidayat, S.T., M.T","ABSTRAK
Vegetable leather merupakan pengembangan dari fruit leather yang merupakan makanan ringan dengan tekstur tipis seperti kulit buah dan mempunyai rasa khas dari bahan baku yang digunakan. Penelitian ini bertujuan untuk mengetahui formulasi pektin, asam sitrat dan suhu yang optimum pada kualitas leather kangkung.  Metode yang digunakan yaitu Response Surface Methodology (RSM) dengan 3 faktor (pektin, asam sitrat dan suhu) serta 5 level untuk masing – masing faktor (pektin 4, 6, 8, 10, 12%; asam sitrat 0,1, 0,2, 0,3, 0,4, 0,5%; suhu 50, 55, 60, 65, 70oC). Hasil penelitian menunjukkan bahwa setiap faktor dan interaksi terhadap warna, aroma, da rasa tidak memberikan pengaruh yang signifikan (P?0,05), kecuali faktor pektin dan interaksi pektin dengan pektin memberikan pengaru signifikan (P?0,05) pada kesukaan terhadap tekstur leather kangkung. Formulasi leather kangkung yang optimum sebesar 0,50724 (composite desirability) terdiri dari pektin 4%, asam sitrat 0,2495%, dah suhu 50oC.  
Kata kunci : Vegetable leather, kangkung, pektin, asam sitrat, suhu, (RSM).",Teknologi Industri Pertanian
"ANALISIS TEKSTUR, COOKING QUALITY, DAN SENSORIS MI INSTAN KREKEL (SINGKONG TERFERMENTASI) YANG DIFORMULASIKAN DENGAN SARI TOMAT", Mahmud Yazid Khoiri," Ir. Umi Purwandari, MApp.Sc., PhD.","Dr. H. Asfan, MP","Mi instan krekel sari tomat  merupakan pengembangan dari mi instan yang merupakan makanan yang disukai masyarakat Indonesia. Penelitian ini bertujuan untuk mengetahui pengaruh formulasi tepung singkong krekel dan sari tomat terhadap tekstur, cooking quality dan sensoris hedonik.  Metode yang digunakan yaitu Rancangan Acak Kelompok (RAK) dengan 2 faktor (formulasi gel dan formulasi adonan). Formulasi gel terdiri dari sari tomat dan tepung krekel. Formulasi adonan terdiri dari gel dan tepung krekel. Terdapat 3 perlakuan untuk masing – masing faktor yaitu: formulasi gel (1:3,5; 1:4; 1:4,5) dan formulasi adonan (1:0,9: 1:1; 1:1,1). Proporsi sari tomat berpengaruh nyata (P<0,05) terhadap cooking time (7 sampai 9,667 menit), springiness (11,30 sampai 15,003),dan cohesiveness (0,871 sampai 0,992). Proporsi tepung berpengaruh nyata (P<0,05) terhadap cooking loss (8,950 sampai 13,017%), hardness (109,105 sampai 137,599), adhesiveness (-1,304 sampai -2,839), springiness (10,494 sampai 16,112), cohesiveness (0,879 sampai 0,987), gumminess (103,055 sampai 119,753), chewiness (1248,687 sampai 1860,651), resilience (1,015 sampai 1,044), dan kesukaan warna (5,272 sampai 5,794). Interaksi antar faktor berpengaruh nyata (P<0,05) terhadap hardness (100,162 sampai 143,321), adhesiveness (-0,682 sampai -3,751), cohesiveness (0,859 sampai 1,091), gumminess (95,62 sampai 127,343), dan kesukaan terhadap tekstur di mulut (4,933 sampai 6,267) mi
Kata kunci : Mi instan, sari tomat, krekel,singkong terfermentasi, RAL",Teknologi Industri Pertanian
"Pengaruh Upah, Pendidikan, Usia, Pengalaman Kerja dan Jenis Kelamin Terhadap Produktivitas Tenaga Kerja (Studi Kasus IRT Roti Jepang ""Morinaga"" Surabaya)", Nadaa Aghni Putri, Millatul Ulya,Khoirul Hidayat,"Produktivitas merupakan gambaran pekerja dalam menghasilkan output, karena semakin tinggi output yang dihasilkan menunjukkan semakin tinggi tingkat produktivitas pada pekerja tersebut. Penelitian ini bertujuan untuk menganalisis dan mengetahui faktor manakah yang mempengaruhi produktivitas tenaga kerja pada Industri Rumah Tangga “Morinaga” Surabaya. Dengan variabel yang diamati adalah upah, pendidikan, usia, pengalaman kerja dan jenis kelamin. Dalam penelitian ini menggunakan data primer melalui wawancara dan kuesioner secara langsung kepada 15 pekerja Industri Roti Jepang “Morinaga” Surabaya. Untuk mencapai tujuan dalam penelitian ini menggunakan metode analisis regresi berganda. Hasil penelitian ini menunjukkan bahwa variabel upah berpengaruh positif dan signifikan terhadap produktivitas tenaga kerja Industri Rumah Tangga “Morinaga” Surabaya. Sedangkan variabel pendidikan, usia, pengalaman kerja dan jenis kelamin tidak berpengaruh secara signifikan terhadap produktivitas tenaga kerja Industri Rumah Tangga “Morinaga” Surabaya.

Kata kunci: Produktivitas tenaga kerja, Upah, Pendidikan, Usia, Pengalaman Kerja dan Jenis Kelamin.",Teknologi Industri Pertanian
Analisis Tingkat Kepuasan Pelayanan Konsumen Menggunakan Metode IPA (Importance Performance Analysis) (Studi Kasus PT. Surabaya Es Sejahtera, Dedy Khristianto, Millatul Ulya,Iffan Maflahah," Penelitian ini dilakukan Untuk mengetahui tingkat kepuasan pelayanan konsumen terhadap pelanggan es batu kristal di PT. Surabaya Es Sejahtera, serta untuk mengetahui hasil analisis kepuasan pelayanan konsumen melalui metode IPA (Importance Performance Analysis). Penelitian ini dilaksanakan pada bulan Juni sampai dengan bulan Juli 2017 bertempat di PT. Surabaya Es Sejahtera Provinsi Jawa Timur. Jenis penelitian ini dirancang dengan menggunakan jenis penelitian survey. Metode pengumpulan data dilakukan dengan wawancara, kuisioner, dan dokumentasi. Variabel penelitian yang diamati meliputi: Bukti fisik (tangible), Keandalan (reliability), Daya Tanggap (responsiveness), Jaminan (assurance), dan Empati (empathy). Hasil penelitian menunjukkan bahwa tingkat pelayanan kepuasan konsumen pada semua atribut ditunjukan dengan angka sebesar 96.55%. Hal ini membuktikan bahwa tingkat kesesuian kepentingan kosumen lebih tinggi di bandingkan tingkat kinerja yang terdapat di PT. Surabaya Es Sejahtera, maka dari itu konsumen belum merasa puas terhadap tingkat kualitas pelayanan. Sedangkan untuk hasil penjelasan diagram kartesius dapat dijelaskan sebagai berikut; Kuadran 1 untuk sub variabel (Realbillity) keandalan yang berada pada kuadran ini dianggap sangat penting oleh pelanggan tetapi pelayanannya tidak memuaskan. Perbaikan yang dapat dilakukan meliputi penambahan jumlah kendaraan untuk mengirim produk perusahaan, penambahan pekerja, dan penambahan armada transportasi, perbaikan kendaraaan pengirim produk es, dan penambahan agen distribusi. Kuadran 2 untuk sub variabel (assurance) jaminan, dan (responsiveness) ketangapan yang berada pada kuadran ini dianggap sangat penting oleh pelanggan, dan kinerja pelayanannya sangat memuaskan. Perbaikan yang dapat dilakukan meliputi permintaan maaf kepada konsumen, memberikan kompensasi kepada konsumen baik dengan pembayaran ganti rugi ataupun menyediakan layanan sepadan, membuat surat pakta integritas kepada tenaga kerja. Kuadran 3 untuk sub variabel (tangibles) bukti fisik pada kuadran ini dianggap tidak terlalu penting oleh pelanggan, dan pelayanannya kurang memuaskan. Karena atribut pada kuadran ini kurang begitu penting maka perusahaan harus mempertimbangkan perbaikan kinerja pada kuadrat ini. Kuadran 4 untuk variabel (empatthy) perhatian yang berada pada kuadran ini dianggap tidak terlalu penting oleh pelanggan tetapi pelayanannya memuaskan. . Karena atribut pada kuadrant ini kurang begitu penting, dan kinerjanya berlebihan maka peruhaan harus mengurangi kinerjanya pada kudrant ini.",Teknologi Industri Pertanian
Fruit Leather Pisang Mas (Musa paradisiaca L) dan Pepaya (Carica papaya L), Rokip," Ir. Umi Purwandari, M.App. Sc, Ph.D","Millatul Ulya, S.TP., MT","Fruit leather merupakan salah satu produk makanan ringan dari bubur buah (puree) yang dikeringkan dalam oven atau dehidrator, berbentuk lembaran tipis dengan ketebalan 2 - 3 mm, kadar air 10 – 15 %, mempunyai konsistensi dan rasa khas sesuai dengan jenis buah-buahan yang digunakan. Penelitian ini bertujuan untuk mengetahui pengaruh proporsi buah pisang mas dan pepaya  terhadap uji kuat tarik, kadar air dan uji sensoris fruit leather  pisang papaya. Penelitian ini menggunakan desain penelitian rancangan acak lengkap. Hasil penelitian menunjukkan bahwa perlakuan penentuan proporsi tidak memberikan pengaruh nyata terhadap uji kuat tarik pada fruit leathet,  untuk uji kadar air memberikan pengaruh nyata pada fruit leather. Sedangkan uji sensoris pada parameter warna dan keseluruhan berpengaruh nyata, untuk parameter aroma, rasa dan tekstur tidak berpengaruh nyata. Pada pengujian kuat tarik diperoleh nilai berkisar 0,1578-0,3285. Pada kadar air berkisar antara 8,50-14,5, sedangkan untuk sensoris diperoleh nilai parameter warna berkisar antara 3,67-4,20, aroma 3,35-3,56, rasa 3,83-3,90, tekstur 3,75-3,90 dan parameter keseluruhan berkisar antara 3,81-4,28.",Teknologi Industri Pertanian
"ANALISIS KUALITAS PELAYANAN RUMAH MAKAN DENGAN MENGGUNAKAN METODE SERVQUAL (SERVICE QUALITY) DAN QFD (QUALITY FUNCTION DEPLOYMENT)
(Studi Kasus Rumah Makan Ayam Brewok Sakera, Sumenep)", Muh. Fiqhy Ardlianto," Khoirul Hidayat, S.T., M.T","Iffan Maflahah S.TP., M.Si ","Abstrak
 Rumah makan Ayam Brewok Sakera merupakan salah satu rumah makan yang terdapat di Kabupaten Sumenep. Penelitian ini bertujuan untuk mengetahui tingkat kepuasan pelanggan terhadap kualitas pelayanan yang diberikan oleh pengelola rumah makan Ayam Brewok Sakera dan mengetahui penerapan quality function deployment (QFD) dalam upaya meningkatkan kualitas layanan rumah makan Ayam Brewok Sakera. Pengambilan sampel dilakukan pada bulan April 2017. Didapatkan hasil bahwa semua atribut belum dapat memenuhi kebutuhan konsumen dan atribut kecepatan dalam pelayanan dan penyajian, ketanggapan karyawan dalam membantu konsumen, ketanggapan karyawan saat menerima keluhan dan saran dari konsumen, kesopanan dan keramahan karyawan kepada konsumen, penampilan hidangan makanan dan minuman, dan kebersihan dan kerapian tempat makan merupakan persyaratan pelanggan untuk matriks HOQ. Absolute Weight and Percent bertujuan untuk mengetahui bobot dari suatu atribut kebutuhan konsumen. Didapatkan hasil, atribut kecepatan dalam pelayanan dan penyajian memiliki bobot absolute terbesar yaitu 11,596 artinya atribut ini adalah atribut persyaratan pelanggan yang paling kritis oleh konsumen. Sedangkan, atribut penampilan hidangan makanan dan minuman memiliki bobot absolute terkecil yaitu 7,875 artinya atribut ini juga perlu dilakukan tetapi tidak terlalu kritis.

Kata Kunci : Kualitas Pelayanan, QFD, Matriks HOQ",Teknologi Industri Pertanian
"ANALISIS NILAI TAMBAH DAN STRATEGI BERSAING USAHA PENGOLAHAN TERIPANG
(Studi Kasus : UD Sari Laut)", SULIHA," Khoirul Hidayat, S.T.,M.T","Rakhmawati, S.TP.,MT","Teripang merupakan sejenis hewan invertebrata laut yang termasuk hewan berkulit duri (Echinodermata) yang bernilai ekonomis cukup tinggi karena mengandung berbagai bahan yang bermanfaat dan sebagai sumber protein hewani. Penelitian ini bertujuan untuk mengetahui nilai tambah yang diberikan dari pengolahan teripang dan untuk mengetahui penerapan strategi generik yang ada di UD. Sari Laut. Metode yang digunakana duntuk mengetahui besar nilai tambah yaitu metode Hayami dan strategi yang digunakan yaitu Strategi Generik porter dengan medel Five Forces Porter. Hasil yang diperoleh dari perhitungan hayami untuk produk Keripik teripang memiliki nilai tambah Rp. 55.393.,-/kg atau 79,13% dari nilai produksinya. Sedangkan untuk pengolahan teripang dijadikan jarot nilai tambah yang diberikan Rp. 41.708.,-/kg atau 15% dari nilai produksi. Sehingga jika dibandingkan lebih bagus diolah menjadi Keripik teripang karena selisihnya cukup besar yaitu Rp. 13.685.,-. Untuk analisis strategi generik porter UD. Sari Laut memiliki ancaman yang cukup tinggi dan sedang dari masuknya pendatang baru, ancaman persaingan antar perusahaan yang ada, kekuatan tawar menawar pembeli, dan ancaman produk pengganti, sedangkan untuk kekuatan tawar menawar pemasok masuk dalam katagori lemah. Berdasarkan analisa peneliti Strategi alternatif yang dapat diterapkan oleh UD. Sari Laut adalah strategi diferensiasi focus.

Kata Kunci: Teripang, Nilai Tambah, dan Strategi Generik Porter
",Teknologi Industri Pertanian
"ANALISIS PRODUKTIVITAS MENGGUNAKAN METODE MARVIN E. MUNDEL
(Studi Kasus di M.P Jumiang Indah Desa Padelegan, Pademawu, Pamekasan)
", Nanie Suhartatik," Khoirul Hidayat, S.T., MT","Ir. Muhammad Fakhry, MP","M.P Jumiang Indah merupakan industri yang bergerak dibidang pengolahan rajungan (pemisahan daging dari cangkang). Perusahaan tersebut belum pernah melakukan pengukuran produktivitas dan peneliti melakukan pengukuran produktivitas menggunakan metode Marvin E. Mundel dengan menitikberatkan biaya produksi sebagai input (bahan baku, tenaga kerja, pemeliharaan, energi dan depresiasi mesin) dan hasil penjualan sebagai output. Produktivitas parsial diketahui secara keseluruhan yang tertinggi pada input depresiasi mesin sebesar 123%. dan terendah pada input pemeliharaan 87%, bahan baku sebesar 94%, tenaga kerja sebesar 96%,  dan energi sebesar 90%. Sedangkan produktivitas total tertinggi pada Bulan Januari 2017 sebesar 219,54% dan terendah pada Bulan Maret 2016 sebesar 39,93%. Evaluasi yang dilakukan di M.P Jumiang Indah dengan diagram sebab akibat. Peningkatan yang dilakukan dengan memberikan upah pada pekerja yang memiliki kinerja yang baik, serta penjadwalan alat dan mesin harus dilakukan secara terjadwal agar tidak berdampak pada proses produksi.

Kata Kunci: M.P Jumiang Indah, Marvin E. Mundel, Produktivitas
",Teknologi Industri Pertanian
PENGARUH FORMULASI BAHAN DASAR CABE JAMU (Piper retrofactum Vahl.) DAN KOPI ROBUSTA (Coffea robusta) TERHADAP KARAKTERISTIK MINUMAN SERBUK HERBAL, Dwi Arianti Rukmana," Ir. Umi Purwandari, M.App.Sc., Ph.D","Dr. Ir. H. Asfan, MP","Penelitian ini melakukan pembuatan formulasi minuman serbuk herbal dari bahan baku cabe jamu (Piper retrofactum Vahl.) dan kopi robusta (Coffea robusta) yang mengandung banyak khasiat. Khasiat yang terkandung dalam cabe jamu (Piper retrofactum Vahl.) antara lain seperti sebagai obat demam, masuk angin, tekanan darah rendah dan menurunkan kolesterol. Dan senyawa yang terdapat pada cabe jamu (Piper retrofactum Vahl.) yaitu senyawa alkaloid, saponin, tanin, flavonoid dan piperine. Piperine merupakan senyawa yang menghasilkan rasa pedas pada cabe jamu (Piper retrofactum Vahl.). Kopi robusta juga memiliki kandungan seperti kafein, minyak atsiri, asam klorogenat, antioksidan. Tujuan penelitian ini yaitu untuk mengetahui sifat organoleptik, karakteristik seperti (nilai pH, total padatan terlarut, total asam, dan aktivitas antioksidan) pada minuman serbuk herbal cabe jamu (Piper retrofactum Vahl.) dan kopi robusta (Coffea robusta). Terdapat 6 perlakuan formulasi sampel pada penelitian ini yaitu, (100%:0% ; 90%:10% ; 80%:20% ; 70%:30% ; 60%:40% ; 50%:50%) dengan metode Rancangan Acak Lengkap (RAL) 1 faktor. Pada penelitian ini didapatkan hasil bahwa pada uji organoleptik dengan parameter aroma dan warna memberikan pengaruh nyata terhadap minuman serbuk herbal cabe jamu (Piper retrofactum Vahl.) dan kopi robusta (Coffee robusta). Sedangkan pada karakteristik uji nilai pH dan total padatan terlarut juga memberikan pengaruh nyata terhadap minuman serbuk herbal cabe jamu (Piper retrofactum Vahl.) dan kopi robusta (Coffee robusta). Kemudian untuk hasil uji aktivitas antioksidan dengan perlakuan formulasi 50%:50% diperoleh % inhibisi sebesar 88,0744%. Pada penelitian ini perlu dilakukan uji lanjutan tentang uji kada abu dan uji kadar kafein terhadap minuman serbuk herbal cabe jamu (Piper retrofactum Vahl.) dan kopi robusta (Coffea robusta).
Kata kunci : Cabe jamu, kopi robusta, aktivitas antioksidan, sifat organoleptik
",Teknologi Industri Pertanian
, , ,,,Teknologi Industri Pertanian
Analisis Penerapan Produksi Bersih Limbah Kulit Bawang Merah, Elsa Faradina," Iffan Maflahah, S.TP., M.Si","Dr. Moh. Fuad Fauzul M, S.TP., M.Si","Limbah kulit bawang merah merupakan salah satu jenis limbah industri rumah tangga yang umumnya dibuang dan belum dimanfaatkan. Namun, limbah tersebut dapat diolah menjadi produk yang bermanfaat dengan adanya strategi penerapan produksi bersih. Produksi bersih merupakan suatu strategi untuk menghindari adanya timbulan pencemaran limbah pada setiap proses produksi. Tujuan dari penelitian ini adalah memilih alternatif terbaik pemanfaatan limbah kulit bawang merah dari pupuk cair (organik), pewarna kain, bahan antioksidan untuk mencegah ketengikan minyak kelapa, dan biobriket dengan menggunakan metode CPI (Composite Performance Index) serta mengetahui kelayakan finansial dari alternatif terbaik yang dihasilkan dengan parameter perhitungan payback period, Net Present Value (NPV), Internal Rate of Return (IRR), B/C Ratio, dan Break Event Value (BEP). Hasil penelitian menunjukkan bahwa alternatif terbaik yang dihasilkan dengan menggunakan metode CPI adalah biobriket dengan nilai alternatif sebesar 1.149,999. Analisis kelayakan finansial menunjukkan bahwa industri rumah tangga biobriket limbah kulit bawang merah layak untuk didirikan dengan nilai payback period sebesar 3,84 tahun; nilai NPV sebesar Rp. 1.070.914,00; nilai IRR sebesar 10,52%; B/C Ratio sebesar 1,02; BEP penerimaan sebesar Rp. 39.381.478,00/tahun; dan BEP produksi sebesar 9.011 briket/tahun. Dari analisis sensitivitas menunjukkan bahwa industri rumah tangga biobriket masih mengalami keuntungan ketika bahan baku naik maksimal 2%.
Kata Kunci : limbah kulit bawang merah, produksi bersih, metode CPI, analisis finansial, analisis sensitivitas",Teknologi Industri Pertanian
PENENTUAN ALTERNATIF TERBAIK DAN ANALISIS NILAI TAMBAH PADA PENERAPAN PRODUKSI BERSIH DI INDUSTRI KUE SERABI UKM “APEN JULIT GETTAS” KARANGANYAR-SUMENEP, YUNI DWI PRASTIKA," Millatul Ulya, S.TP., MT","Dr. M Fuad FM, S.TP., M.Si","Usaha kecil menengah seperti pengolahan kue serabi “Apen Julit Gettas”
Kabupaten Sumenep perlu dikaji dalam hal penerapan produksi bersih, karena
banyaknya kapasitas produksi kue serabi dan limbah yang dihasilkan. Tujuan
dari penelitian ini adalah menentukan alternatif terbaik yang akan digunakan
untuk penerapan produksi bersih di UKM “Apen Julit Gettas” dan menganalisis
nilai tambah dari alternatif terbaik penerapan produksi bersih di UKM “Apen
Julit Gettas”. Penelitian ini dilakukan dengan tahapan penentuan alternatif
penerapan produksi bersih, penentuan alternatif terbaik penerapan produksi
bersih menggunakan metode Comparative Performance Index (CPI), dan analisis
nilai tambah alternatif terbaik. Hasil penelitian menunjukkan alternatif terbaik
penerapan produksi bersih yaiu pengolahan ampas kelapa menjadi pakan ternak
dengan nilai sebesar 285,55. Setelah dilakukan analisis nilai tambah untuk usaha
pakan ternak ampas kelapa, diperoleh nilai tambah bersih yang diterima oleh
perusahaan adalah sebesar Rp. 4.078,00/kg dengan persentase keuntungan
sebesar 53,17%. Dari hasil perhitungan analisis nilai tambah, dapat diketahui
bahwa usaha pembuatan pakan ternak ampas kelapa dapat direkomendasikan di
UKM “Apen Julit Gettas” Sumenep.",Teknologi Industri Pertanian
ANALISIS PRODUKTIVITAS KERUPUK DI UKM MUBAROK KEC. KAMAL KAB. BANGKALAN, Zeni Dwi Siska Zustina," Iffan Maflahah, S.TP., M.Si","Ir. M. Fakhry, MP","Penelitian ini dilakukan dengan tujuan untuk mengetahui tingkat produktivitas di UKM Mubarok, melakukan evaluasi terhadap faktor-faktor penyebab naik turunnya produkitivitas, serta memberikan rencana perbaikan untuk meningkatkan produktivitas di UKM Mubarok Kamal. Penelitian ini menggunakan metode American Productivity Center (APC).  Berdasarkan hasil pengolahan data dari Bulan Januari 2014 hingga Bulan Desember 2016 menunjukkan bahwa indeks produktivitas parsial maupun total cenderung meningkat dari periode dasar. Indeks produktivitas total tertinggi yaitu Bulan November dan Desember 2016 sebesar 152%, sedangkan terendah yaitu Bulan Februari 2014 sebesar 94%. Indeks profitabilitas cenderung menurun dari periode dasar. Indeks profitabilitas total tertinggi pada Bulan Juli 2014 sebesar 117%. Sedangkan indeks perbaikan harga juga mengalami penurunan karena indeks profitabilitas lebih rendah dibandingkan dengan indeks produktivitas. Rendahnya produktivitas dan profitabilitas disebabkan hari kerja tidak ditentukan, tenaga kerja kurang terampil, bertambahnya tenaga kerja, bahan baku terlambat, harga bahan baku meningkat, jam produksi meningkat, kerja mesin kurang efisien, tarif listrik meningkat dan penggunaan mesin yang tidak efektif. Peningkatan produktivitas dan profitabilitas dilakukan dengan cara menentukan hari kerja, menentukan target produksi, memberikan sanksi bagi tenaga kerja yang melanggar aturan, menghemat penggunaan listrik, menjalin hubungan yang baik dengan pemasok, melakukan survey pasar dan melakuka perawatan mesin secara teratur.
Kata Kunci: American Productivity Center, Indeks Produktivitas, Indeks Profitabilitas, Indeks Perbaikan Harga.
",Teknologi Industri Pertanian
"ANALISIS SIFAT TEKSTURAL, COOKING QUALITY DAN ANALISIS KELAYAKAN MI KERING MOCAF DENGAN PROPORSI TEPUNG ALOR (Suaeda Maritima) 
", ALFIYATUL HASANAH ," Dr. Ir. H. Asfan, MP","Dr. Moh. Fuad Fauzul M, S.TP., M.Si ","ALFIYATUL HASANAH NRP. 14.03.3.1.1.00021. Analisis Sifat Tekstural, Cooking Quality Dan Analisis Kelayakan Mi Kering Mocaf Dengan Proporsi   Tepung Alor (Suaeda Maritima). Dibawah bimbingan Dr. Ir. H. Asfan, MP dan Dr. Moh. Fuad Fauzul M, S.TP., M.Si 
 
 
ABSTRAK

Mi kering merupakan salah satu produk pengolahan pangan yang menggunakan tepung, yang dikeringkan hingga kadar airnya rendah. Pemanfaatan mocaf merupakan salah satu alternatif bahan makanan yang dapat dimanfaatkan sebagai bahan dasar pembuatan mi yang dapat mengurangi ketergantungan impor terigu. Tujuan dari penelitian ini adalah untuk mengetahui pengaruh proporsi tepung alor dan lama pengukusan terhadap tekstur, cooking quality, dan analisis kelayakan mi kering mocaf. Metode penelitian yang digunakan adalah Rancangan Acak Lengkap Faktorial (RALF) dengan 2 faktor, serta dilakukan pengulangan sebanyak tiga kali. Faktor pertama dari penelitian ini adalah perbandingan tepung mocaf dengan tepung alor terdiri dari 4 level yaitu 100% (tanpa tepung alor); 90:10%; 80:20%; dan 70:30%. Dan faktor kedua yaitu lama pengukusan dengan 2 level yaitu selama 15 menit dan 30 menit. Hasil penelitian menunjukkan bahwa proporsi tepung (Mocaf : alor) berpengaruh terhadap nilai cooking time dan cooking loss. Nilai cooking time mi berkisar antara 1.007 - 1.777 menit, dan nilai cooking loss mi berkisar antara 14,333 - 19,333 %. Hasil pengujian tekstur, proporsi tepung (Mocaf : tepung alor) berpengaruh terhadap nilai hardness dan gumminess. Nilai hardness berkisar antara 2,153 x 103- 4,283 x 103 g, dan gumminess 1,745 x 103- 3,614 x 103, dan hasil kelayakan mi kering mocaf menunjukkan bahwa layak untuk dijalankan. Hal itu dapat diketahui dari BEP Rp 1415/kemasan, nilai NPV yang positif Rp. 2.562.770 selama periode operasi 3 tahun, dan payback periods lebih cepat yaitu 2,6 tahun dari umur investasi. Nilai Net B/C lebih besar dari satu (Net B/C>1) yaitu 1.03 maka usaha layak untuk dijalankan.

Kata Kunci: Mi kering, mocaf, tepung alor, RALF.
",Teknologi Industri Pertanian
Rancang bangun sistem informasi agroindustri UD Budi Jaya Bangkalan, Febriana Eka Fitria," Dr. Ir. H. Asfan, MP","Khoirul Hidayat, ST, MT","Masalah yang dihadapi UD Budi Jaya adalah pencatatan perusahaan yang masih manual mulai dari pencatatan karyawan, produksi, pemasaran, hingga keuangan. Hal ini menyebabkan perusahaan susah untuk mengakumulasi total penjualan dan membuat laporan tentang data operasional lainnya. Tujuan dari penelitian ini adalah merancang sistem informasi yang tepat untuk mencatat dan mengontrol sistem yang ada di UD Budi Jaya. Salah satu kemudahan yang ditawarkan oleh sistem informasi ini ada dalam hal penjumlahan unit barang yang terjual tiap produk per bulan. Mengingat ada banyak produk yang diproduksi oleh UD Budi Jaya, maka sistem informasi ini membantu mengetahui total penjualan tiap produk pada waktu tersebut. Rancangan konseptual dan rancangan fisik dibuat menggunakan aplikasi Power Designer, pengolahan database menggunakan MySQL, user interface menggunakan Template Admin LTE dengan editor sublime text 3 dan bahasa pemrograman yang digunakan adalah PHP. Sistem informasi ini mengintegrasikan beberapa modul dan sub modul, yaitu modul personalia (sub modul karyawan, cuti, gaji, dan berhenti kerja), modul produksi (sub modul produk dan catatan produksi), modul pemasaran (sub modul nota penjualan dan demand bulanan), dan modul keuangan (sub modul pemasukan lain dan pengeluaran lain).
Kata kunci: rancang bangun, sistem informasi, agroindustri
",Teknologi Industri Pertanian
"LIFE CYCLE ASSESSMENT (LCA) PADA PRODUK TAHU
DI UD. SUMBER MAKMUR KAMAL BANGKALAN
", Yuli Maulidiyah," Millatul Ulya, STP., MT","Rakhmawati, STP., MT","Tahu merupakan sumber protein nabati yang digemari oleh masyarakat Indonesia. Peningkatan produksi tahu akan menyebabkan terjadinya peningkatan terhadap limbah yang dihasilkan oleh industri tahu. Penelitian ini bertujuan untuk menilai daur hidup tahu dan mengetahui dampak lingkungan dari produksi tahu di UD. Sumber Makmur. Metode penelitian ini adalah Life Cycle Assessment menggunakan software OpenLCA. Hasil penelitian menunjukkan bahwa proses produksi tahu UD. Sumber Makmur menghasilkan limbah cair (sisa air pencucian dan perendaman serta whey tahu),  limbah padat (ampas tahu dan kulit kedelai) serta emisi gas buang (energi listrik dan kayu bakar). Berdasarkan analisis penilaian daur hidup tahu diketahui bahwa dalam 1 kg tahu menghasilkan dampak Acidification Potential dengan emisi SO2 sebesar 6.46E-10 kg SO2-eq, Climate Change dengan emisi CO2 sebesar 2.63E+03 kg CO2-eq, Euthrophication dengan emisi PO4 sebesar 7.31E+01 kg PO4-eq, Human Toxicity dengan emisi gas dichlorobenzene sebesar 4.05E-11 kg 1,4-dichlorobenzene-eq dan Photochemical Oxidation dengan emisi gas ethylene sebesar 2.28E-01 kg ethylene-eq.

Kata Kunci: Tahu, Life Cycle Assessment, OpenLCA, Emisi.",Teknologi Industri Pertanian
"AKTIVITAS HIPOGLIKEMIK DAN HIPOKOLESTEROLEMIK, UJI STABILITAS DAN SENSORIS SERBUK INSTAN EKSTRAK DAUN TAPAK DARA (Catharantus roseus L)", Tri Wulandari," Ir. Umi Purwandari, M.App. Sc., Ph.D","Rakhmawati, S.TP., MT","Tanaman tapak dara (Catharantus roseus L) merupakan salah satu tanaman obat tradisional yang ada di Indonesia. Dalam penelitian ini bagian daun dari tanaman tapak dara dijadikan serbuk instan yang digunakan untuk menurunkan kadar glukosa darah (hipoglikemik) dan kadar kolesterol darah (hipokolesterolemik). Tujuan dari penelitian ini adalah mengkaji aktivitas hipoglikemik dan hipokolesterolemik, uji stabilitas, dan sensoris serbuk instan ekstrak daun tapak dara. Penelitian ini menggunakan Rancangan Acak Lengkap (RAL) dengan 2 faktor. Faktor penelitian adalah konsentrasi maltodekstrin (10, 15 dan 20%) dan suhu pengeringan (120 dan 180ºC). Kelarutan serbuk instan ekstrak daun tapak dara diuji dengan metode gravimetri. Kelarutan serbuk tersebut adalah 61,91-64,69%. Tingkat penerimaan serbuk instan ekstrak daun tapak dara dianalisis dengan pengujian sensoris menggunakan 10 panelis semi terlatih dengan metode skoring. Serbuk yang terbaik dari pengujian sensoris adalah serbuk dengan konsentrasi maltodekstrin 10% dan dikeringkan pada suhu 180ºC. Aktivitas hipoglikemik dan hipokolesterolemik diuji menggunakan hewan uji berupa tikus. Serbuk instan ekstrak daun tapak dara dengan dosis 300 mg/kg berat badan yang dikeringkan pada suhu 180ºC dengan konsentrasi maltodekstrin 10% dapat menurunkan kadar glukosa darah (83,17±1,79 mg/dL) dan kadar kolesterol darah (43,08±3,83 mg/dL) pada tikus perlakuan.

Kata Kunci: Daun Tapak Dara, Stabilitas, Sensoris, Hipoglikemik dan Hipokolesterolemik
",Teknologi Industri Pertanian
